gene_symbol,n_samples,n_events,n_samples_tumor,n_samples_normal,n_as_gene1,n_as_gene2,n_high_confidence,n_medium_confidence,n_low_confidence,n_inframe,n_outofframe,n_frame_unknown,n_intergenic_flank,sites_observed,types_observed,max_split_reads_total,max_discordant_mates,median_coverage,samples,recurrence_tier,translatedmRNA.apvEff,translatedmRNA.apvRvmPAdj,totalmRNA.apvEff,totalmRNA.apvRvmPAdj,translation.apvEff,translation.apvRvmPAdj,buffering.apvEff,buffering.apvRvmPAdj,singleRegMode
ARHGEF26,1,1,1,0,1,0,0,0,1,0,0,1,0,intron,translocation,0,0,0,SRR6939927.arriba,tumor_exclusive,-2.169138161,0.001226898,-1.937150883,8.11947e-4,-0.196831774,0.594945065,-0.153698676,0.586797329,abundance
ARHGEF40,1,1,1,0,1,0,0,0,1,0,0,1,0,intron,deletion/read-through/5'-5',1,0,2,SRR6939943.arriba,tumor_exclusive,0.306917907,0.562481656,-0.165016329,0.682959249,0.496728123,0.101343933,-0.391174132,0.100327929,translation
ARL8A,1,1,1,0,1,0,0,0,1,0,0,1,0,intron,deletion/read-through,0,0,0,SRR6939964.arriba,tumor_exclusive,0.634266311,0.249953782,-0.068848719,0.818582005,0.785023007,0.030894538,-0.312989082,0.13541048,background
ARMT1,1,1,1,0,0,1,0,0,1,0,0,1,0,intron,deletion/read-through,0,0,0,SRR6939943.arriba,tumor_exclusive,-0.66766527,0.118381193,0.710665637,0.083517229,-1.107702875,0.019924615,1.205541282,0.006570469,translation
ARPC5,1,1,1,0,1,0,0,0,1,0,0,1,0,intron,deletion/read-through/3'-3',0,0,3,SRR6939927.arriba,tumor_exclusive,0.832273325,0.019493155,1.074367825,0.007965331,0.625153257,0.099085296,0.758917532,0.064526742,abundance
ASF1A,1,1,1,0,1,0,0,0,1,0,0,1,0,intron,translocation,0,0,1,SRR6939964.arriba,tumor_exclusive,0.638821111,0.160011453,1.016188578,0.040535877,0.026713005,0.958871461,0.446018187,0.239323302,abundance
ASPN,1,1,1,0,1,0,0,0,1,0,0,1,0,CDS,translocation,0,0,0,SRR6939927.arriba,tumor_exclusive,-1.385868305,0.087328075,-0.352220858,0.648898163,-1.103053713,0.052110358,0.861893116,0.096792014,translation
ATG3,1,1,1,0,0,1,0,0,1,0,0,1,0,intron,deletion/read-through,1,0,2,SRR6939951.arriba,tumor_exclusive,0.162614849,0.654191259,0.666764583,0.034584736,-0.130343594,0.760392661,0.601595946,0.044752033,buffering
B3GAT3,1,1,1,0,1,0,0,0,1,0,0,1,1,intergenic,deletion/read-through,0,0,4,SRR6939960.arriba,tumor_exclusive,0.612648026,0.23537769,0.207973362,0.590606994,0.725006889,0.168529694,0.400709123,0.267782942,background
B4GALT7,1,1,1,0,0,1,0,0,1,0,0,1,0,intron,deletion/read-through/5'-5',0,0,1,SRR6939927.arriba,tumor_exclusive,1.003351795,0.062671925,-0.059758486,0.831762308,0.9781489,0.091598844,0.001614015,0.995384818,translation
BAP1,1,1,1,0,0,1,0,0,1,0,0,1,0,intron,deletion/read-through,0,0,0,SRR6939927.arriba,tumor_exclusive,-0.054656454,0.924107067,-0.420669086,0.232559734,0.277342613,0.583891529,-0.398267714,0.201009337,buffering
BCL6,1,1,1,0,1,0,0,0,1,0,0,1,0,intron,translocation,0,0,0,SRR6939956.arriba,tumor_exclusive,-1.09767129,0.079846053,-1.015970393,0.018004263,0.123601538,0.838844044,-0.453411404,0.139344969,abundance
BCLAF1,1,1,1,0,0,1,0,0,1,0,0,1,0,intron,deletion/5'-5',0,0,0,SRR6939960.arriba,tumor_exclusive,-0.070578786,0.824461906,0.583659086,0.037008404,0.145689101,0.646515114,0.551207292,0.040064893,buffering
BOD1L1,1,1,1,0,1,0,0,0,1,0,0,1,0,intron,deletion/read-through/3'-3',0,0,2,SRR6939947.arriba,tumor_exclusive,-0.042874969,0.914238905,0.150548841,0.646369399,-0.148463243,0.630162625,0.183191479,0.474922624,background
BROX,1,1,1,0,1,0,0,0,1,0,0,1,0,5'UTR,deletion/read-through,1,0,0,SRR6939960.arriba,tumor_exclusive,0.528615004,0.117642023,1.211775338,0.002031797,0.594787534,0.199012091,1.243492184,0.004945199,abundance
BTG2,1,1,1,0,0,1,0,0,1,0,0,1,1,intergenic,deletion/read-through,0,0,0,SRR6939931.arriba,tumor_exclusive,-0.849457907,0.151547958,-1.353444352,0.016354345,0.447529616,0.2190413,-0.614016797,0.042554392,abundance
BTG3,1,1,1,0,0,1,0,0,1,0,0,1,0,intron,deletion/read-through/5'-5',0,0,0,SRR6939931.arriba,tumor_exclusive,0.803320904,0.081453475,0.528112531,0.322119687,0.69094104,0.153009707,0.179691925,0.778791323,translation
BTN3A1,1,1,1,0,1,0,0,0,1,0,0,1,0,3'UTR,deletion/read-through,0,0,3,SRR6939960.arriba,tumor_exclusive,0.255617696,0.702112778,-0.320269045,0.540196926,0.427855373,0.493692379,-0.431266318,0.354421619,background
BTN3A2,1,1,1,0,1,0,0,0,1,0,0,1,0,3'UTR,deletion/read-through,0,0,0,SRR6939960.arriba,tumor_exclusive,0.51527844,0.438884527,-0.243762067,0.628473925,0.685135408,0.261367573,-0.471978601,0.276942974,background
C15orf61,1,1,1,0,1,0,0,0,1,0,0,1,1,intergenic,deletion/read-through,0,0,2,SRR6939960.arriba,tumor_exclusive,0.769026159,0.221067676,0.319758108,0.489805642,0.521515844,0.360083352,-0.040587312,0.934555072,background
C1QA,1,1,1,0,1,0,0,0,1,0,0,1,0,intron,deletion/read-through,0,0,0,SRR6939964.arriba,tumor_exclusive,-1.166147918,0.003486243,-1.647348164,2.34366e-4,0.160490846,0.68450273,-0.684133218,0.022976528,abundance
C4orf33,1,1,1,0,1,0,0,0,1,0,0,1,1,intergenic,translocation,0,0,0,SRR6939947.arriba,tumor_exclusive,-0.747783379,0.270564143,-0.254253611,0.479324791,-0.596374961,0.40990342,-0.138849161,0.717233877,background
CCDC115,1,1,1,0,1,0,0,0,1,0,0,1,0,CDS/splice-site,deletion/read-through/5'-5',0,0,1,SRR6939927.arriba,tumor_exclusive,0.744234425,0.228401368,0.500827308,0.136660579,0.153193108,0.833518922,0.265100678,0.373067948,abundance
CCDC127,1,1,1,0,0,1,0,0,1,0,0,1,0,intron,deletion/read-through,0,0,0,SRR6939935.arriba,tumor_exclusive,0.404101216,0.159320029,0.272242022,0.439101472,0.429540831,0.141245301,0.405452066,0.272359496,background
CCDC22,1,1,1,0,0,1,0,0,1,0,0,1,0,intron,deletion/read-through/5'-5',0,0,0,SRR6939927.arriba,tumor_exclusive,0.092335847,0.821578874,-0.050406542,0.886523497,0.104447926,0.812205614,-0.071433024,0.841047146,background
CCDC82,1,1,1,0,1,0,0,0,1,0,0,1,0,3'UTR,deletion/read-through,0,0,0,SRR6939943.arriba,tumor_exclusive,0.085539057,0.880953051,0.336461076,0.202280842,-0.046945912,0.950238302,0.330446864,0.199315439,background
CCS,1,1,1,0,0,1,0,0,1,0,0,1,0,intron,deletion/read-through,0,0,0,SRR6939956.arriba,tumor_exclusive,-0.390503941,0.340519924,-0.78362716,0.054796917,0.163880042,0.652442176,-0.440450462,0.139344969,background
CCT7,1,1,1,0,0,1,0,0,1,0,0,1,0,intron,deletion/read-through,1,0,1,SRR6939956.arriba,tumor_exclusive,0.342460313,0.209369809,0.849467295,0.004992841,-0.232130727,0.386722,0.543628727,0.026470662,abundance
CD320,1,1,1,0,1,0,0,0,1,0,0,1,0,intron,deletion/read-through/3'-3',1,0,1,SRR6939943.arriba,tumor_exclusive,0.333455305,0.619099048,0.121361174,0.772119117,0.236687432,0.728973304,0.016180373,0.970891842,background
CD47,1,1,1,0,0,1,0,0,1,0,0,1,0,intron,deletion/read-through/5'-5',0,0,2,SRR6939964.arriba,tumor_exclusive,-0.567143403,0.208058629,-0.064838045,0.876468614,-0.512811985,0.145856079,0.33985748,0.244774264,translation
CD52,1,1,1,0,0,1,0,0,1,0,0,1,0,intron,deletion/read-through,0,0,0,SRR6939956.arriba,tumor_exclusive,-0.055800624,0.951542971,-0.309664236,0.61323848,0.240253805,0.686433803,-0.27279233,0.496882288,background
CD53,1,1,1,0,1,0,0,0,1,0,0,1,0,intron,deletion/read-through,0,0,0,SRR6939960.arriba,tumor_exclusive,-0.888783425,0.100835046,-0.856719443,0.029067841,0.051628563,0.933163944,-0.37122234,0.214768814,abundance
CDIPT,1,1,1,0,1,0,0,0,1,0,0,1,0,3'UTR,deletion/read-through,0,0,19,SRR6939947.arriba,tumor_exclusive,0.555334435,0.196080693,-0.07796243,0.8619963,0.596103714,0.139143105,-0.415917525,0.262134613,translation
CEP57,1,1,1,0,1,0,0,0,1,0,0,1,0,intron,translocation,0,0,1,SRR6939956.arriba,tumor_exclusive,-0.730304121,0.031357455,0.130266049,0.715749137,-0.755746634,0.036447907,0.413871598,0.283325443,translation
CETN3,1,1,1,0,1,0,0,0,1,0,0,1,0,intron,deletion/read-through/3'-3',0,0,1,SRR6939964.arriba,tumor_exclusive,-0.034612927,0.938723283,0.940509457,0.032062373,-0.123272356,0.815193995,0.945670734,0.035391674,buffering
CFHR4,1,1,1,0,1,0,0,0,1,0,0,1,0,intron,translocation,0,0,0,SRR6939927.arriba,tumor_exclusive,-2.151623749,0.039801026,-0.488320533,0.592839029,-1.755231508,0.02630245,1.261690005,0.065047848,translation
CHCHD2,1,1,1,0,0,1,0,0,1,0,0,1,0,intron,deletion/read-through,0,0,0,SRR6939935.arriba,tumor_exclusive,0.371969437,0.370160936,0.786106147,0.026038419,-0.416663638,0.20630536,0.526220751,0.042887756,background
CHCHD5,1,1,1,0,1,0,0,0,1,0,0,1,0,intron,deletion/read-through,0,0,2,SRR6939931.arriba,tumor_exclusive,0.407571991,0.333736326,0.015481115,0.971811514,0.398954577,0.266801318,-0.31475639,0.379993204,background
CHERP,1,1,1,0,0,1,0,0,1,0,0,1,0,intron,deletion/read-through,0,0,0,SRR6939964.arriba,tumor_exclusive,0.533439659,0.096220548,-0.422433309,0.251374447,0.737587453,0.021707796,-1.084361704,0.004944722,translation
CHORDC1,1,1,1,0,1,0,0,0,1,0,0,1,0,CDS,deletion/read-through/3'-3',0,0,1,SRR6939927.arriba,tumor_exclusive,0.163038577,0.773539382,0.120055985,0.766127977,0.107799416,0.863885144,0.076036646,0.853820878,background
CLCN2,1,1,1,0,0,1,0,0,1,0,0,1,0,CDS,deletion/read-through/5'-5',0,0,3,SRR6939951.arriba,tumor_exclusive,0.463282589,0.432697941,0.124746905,0.82348865,0.387293861,0.466851233,-0.147910236,0.759195871,background
CLDN7,1,1,1,0,0,1,0,0,1,0,0,1,0,CDS,deletion/read-through/5'-5',1,0,3,SRR6939964.arriba,tumor_exclusive,0.222669242,0.771339656,-0.104463867,0.876958623,0.318955598,0.424597356,-0.2973499,0.3662102,background
CNIH1,1,1,1,0,1,0,0,0,1,0,0,1,0,intron,deletion/read-through,0,0,1,SRR6939951.arriba,tumor_exclusive,-0.266779531,0.518983024,0.813228773,0.049099922,-0.864461418,0.019770653,1.074982167,0.003667557,translation
CNPPD1,1,1,1,0,1,0,0,0,1,0,0,1,0,CDS,deletion/read-through,0,0,4,SRR6939964.arriba,tumor_exclusive,0.14491316,0.680261341,-0.106774552,0.765765641,0.155211005,0.667494277,-0.129711501,0.720128018,background
COA5,1,1,1,0,0,1,0,0,1,0,0,1,0,intron,deletion/read-through/5'-5',0,0,2,SRR6939947.arriba,tumor_exclusive,0.263630355,0.472593214,0.493471417,0.095260125,0.011704732,0.980453104,0.396142498,0.151862172,background
COX18,1,1,1,0,1,0,0,0,1,0,0,1,0,3'UTR,deletion/read-through,0,0,0,SRR6939927.arriba,tumor_exclusive,-0.743498102,0.065211587,-0.670896064,0.031667849,-0.238210869,0.598525965,-0.355533151,0.226476461,abundance
COX6C,1,1,1,0,1,0,0,0,1,0,0,1,0,intron,deletion/read-through,0,0,1,SRR6939956.arriba,tumor_exclusive,0.687291987,0.149979069,1.320054483,0.005595884,-0.670970178,0.049317816,0.720762165,0.009501263,abundance
COX8A,1,1,1,0,0,1,0,0,1,0,0,1,0,3'UTR,deletion/read-through,1,0,124,SRR6939931.arriba,tumor_exclusive,0.707014625,0.123532929,0.653070914,0.072822732,0.54746303,0.306806174,0.533611346,0.150537166,abundance
CPEB4,1,1,1,0,1,0,0,0,1,0,0,1,0,intron,deletion/read-through,0,0,1,SRR6939947.arriba,tumor_exclusive,-0.844025045,0.07261248,-0.460462209,0.295074548,-0.494730022,0.135543397,0.334436947,0.289642926,translation
CPN2,1,1,1,0,0,1,0,0,1,0,0,1,0,intron,deletion/read-through,1,0,1,SRR6939956.arriba,tumor_exclusive,-1.061559315,0.19027731,-1.005535853,0.152447738,-0.051276861,0.895041389,-0.019286988,0.953500891,abundance
CPT2,1,1,1,0,0,1,0,0,1,0,0,1,0,intron,deletion/read-through/3'-3',0,0,0,SRR6939960.arriba,tumor_exclusive,-1.667937823,0.005694109,-1.109303167,0.012350641,-0.373179809,0.18759748,0.204840416,0.384791114,translation
CREG1,1,1,1,0,1,0,0,0,1,0,0,1,0,intron,deletion/read-through/3'-3',1,0,0,SRR6939960.arriba,tumor_exclusive,-0.499899664,0.17984532,0.042936049,0.913260878,-0.533737166,0.060948355,0.540342817,0.041449276,translation
CRNKL1,1,1,1,0,0,1,0,0,1,0,0,1,0,intron,translocation,0,0,0,SRR6939947.arriba,tumor_exclusive,0.515652079,0.164970184,0.541585132,0.049795322,0.426390368,0.336788457,0.504949623,0.080925508,abundance
CSGALNACT2,1,1,1,0,1,0,0,0,1,0,0,1,0,CDS,translocation,0,0,0,SRR6939927.arriba,tumor_exclusive,0.246969535,0.754891731,0.179005253,0.569244785,-0.105542751,0.8815702,0.113562973,0.66705215,background
CTSA,1,1,1,0,1,0,0,0,1,0,0,1,0,3'UTR,deletion/read-through/5'-5',0,0,0,SRR6939943.arriba,tumor_exclusive,1.050327061,0.002631713,0.698634239,0.015810041,0.72279458,0.030894538,-0.002671805,0.993672039,translation
CUTA,1,1,1,0,0,1,0,0,1,0,0,1,0,CDS,deletion/read-through/3'-3',0,0,0,SRR6939935.arriba,tumor_exclusive,1.020537518,0.007594486,0.329151957,0.26712529,0.773218356,0.019725699,-0.50082264,0.070899306,translation
CYB561,1,1,1,0,1,0,0,0,1,0,0,1,0,5'UTR,deletion/read-through/5'-5',0,0,0,SRR6939960.arriba,tumor_exclusive,-0.200521485,0.794206372,-0.820855681,0.22124622,0.449494187,0.322193736,-0.637195319,0.114303534,background
CYB561D2,1,1,1,0,1,0,0,0,1,0,0,1,0,intron,deletion/read-through,0,0,0,SRR6939943.arriba,tumor_exclusive,0.382928059,0.388460454,-0.297099236,0.646406552,0.446753002,0.314036508,-0.546073252,0.367613174,background
CYP1A1,1,1,1,0,0,1,0,0,1,0,0,1,1,intergenic,translocation,0,0,0,SRR6939935.arriba,tumor_exclusive,-3.384495352,0.015752499,-2.597216088,0.016623337,-0.595921035,0.360255401,0.14050251,0.809672054,abundance
DCTN1,1,1,1,0,0,1,0,0,1,0,0,1,0,intron,deletion/read-through,0,0,0,SRR6939935.arriba,tumor_exclusive,0.450142953,0.222237185,0.02143079,0.946473486,0.431303111,0.167203543,-0.242424339,0.336704435,translation
DCTPP1,1,1,1,0,1,0,0,0,1,0,0,1,0,intron,deletion/read-through,0,0,3,SRR6939931.arriba,tumor_exclusive,1.338693165,0.003707395,1.133596412,0.0042618,0.885982224,0.081476969,0.650237723,0.098880301,abundance
DDX18,1,1,1,0,1,0,0,0,1,0,0,1,0,intron,deletion/read-through,0,0,1,SRR6939960.arriba,tumor_exclusive,0.297626032,0.229156055,0.765884898,0.013256122,0.281581974,0.259979258,0.730141839,0.024531577,abundance
DDX5,1,1,1,0,1,0,0,0,1,0,0,1,0,3'UTR,deletion/read-through,0,0,0,SRR6939931.arriba,tumor_exclusive,-0.479806582,0.083505551,-0.093342835,0.708109203,-0.425506854,0.101405604,0.16568314,0.46507439,translation
DEPDC7,1,1,1,0,0,1,0,0,1,0,0,1,0,intron,deletion/read-through,1,0,0,SRR6939951.arriba,tumor_exclusive,-1.990030284,0.003852024,-0.964675744,0.038409074,-0.973754154,0.02844464,0.536780508,0.117492597,translation
DESI1,1,1,1,0,1,0,0,0,1,0,0,1,0,intron,deletion/read-through,1,0,1,SRR6939935.arriba,tumor_exclusive,-0.075620902,0.892266287,-0.158679831,0.592509578,0.036516152,0.954375743,-0.143575033,0.609255614,background
DNAJB9,1,1,1,0,0,1,0,0,1,0,0,1,1,intergenic,deletion/read-through,0,0,0,SRR6939931.arriba,tumor_exclusive,-0.609612829,0.152334158,0.399646336,0.399395892,-0.858748795,0.021839224,1.076173814,0.008486921,translation
DNAJC14,1,1,1,0,1,0,0,0,1,0,0,1,0,3'UTR,deletion/read-through,0,0,8,SRR6939951.arriba,tumor_exclusive,0.846151397,0.164461987,0.378703753,0.329452048,0.805747414,0.233949839,0.339532706,0.419578064,translation
DNAJC25,1,1,1,0,0,1,0,0,1,0,0,1,0,intron,deletion/read-through/3'-3',1,0,1,SRR6939951.arriba,tumor_exclusive,-1.275441912,0.011732799,-0.302311544,0.561227656,-1.155909441,0.022084784,0.634349502,0.251407517,translation
DNM1L,1,1,1,0,1,0,0,0,1,0,0,1,0,intron,deletion/read-through,0,0,0,SRR6939951.arriba,tumor_exclusive,0.237650194,0.415981564,0.835652273,0.015290814,0.103977092,0.767087071,0.74813161,0.026948375,buffering
DOLPP1,1,1,1,0,0,1,0,0,1,0,0,1,0,3'UTR,deletion/read-through,0,0,2,SRR6939931.arriba,tumor_exclusive,0.392206457,0.460508901,0.18559402,0.59238111,0.252164825,0.640359147,0.064393931,0.856269199,background
DONSON,1,1,1,0,0,1,0,0,1,0,0,1,0,intron,deletion/read-through,0,0,0,SRR6939927.arriba,tumor_exclusive,0.940021406,0.049857259,1.167024826,0.001127118,1.489793873,0.043453227,1.269899042,0.002523046,abundance
DPH1,1,1,1,0,1,0,0,0,1,0,0,1,0,intron,deletion/read-through,0,0,0,SRR6939927.arriba,tumor_exclusive,-0.417909452,0.289892687,-0.819792125,0.047675989,-0.429007312,0.382084773,-0.827801521,0.066023986,buffering
DPY19L1,1,1,1,0,1,0,0,0,1,0,0,1,0,intron,deletion/read-through,0,0,0,SRR6939956.arriba,tumor_exclusive,-0.69657351,0.096908987,0.190583429,0.629931126,-0.821045299,0.040518348,0.689775632,0.049067753,translation
DYNLRB1,1,1,1,0,1,0,0,0,1,0,0,1,0,5'UTR,deletion/read-through/5'-5',1,0,1,SRR6939943.arriba,tumor_exclusive,0.698159774,0.03083041,0.479020607,0.067301103,0.570762096,0.097765295,0.328579617,0.233081725,abundance
EFCAB14,1,1,1,0,1,0,0,0,1,0,0,1,0,3'UTR,deletion/read-through/3'-3',0,0,1,SRR6939943.arriba,tumor_exclusive,0.495263962,0.281236288,0.231476206,0.416397087,0.548015975,0.274725993,0.266213919,0.347023603,background
EIF3F,1,1,1,0,1,0,0,0,1,0,0,1,0,CDS,deletion/read-through,0,0,96,SRR6939935.arriba,tumor_exclusive,-0.285920427,0.437051818,0.368746564,0.345542427,-0.42015804,0.233949839,0.554598299,0.133794542,translation
EMC10,1,1,1,0,0,1,0,0,1,0,0,1,0,3'UTR,deletion/read-through,1,0,11,SRR6939947.arriba,tumor_exclusive,0.17819624,0.621050049,-0.463091385,0.19072779,0.42949066,0.168270415,-0.619280011,0.045992092,background
EML3,1,1,1,0,1,0,0,0,1,0,0,1,0,exon,deletion/read-through,0,0,0,SRR6939927.arriba,tumor_exclusive,-0.077169115,0.85355185200000006,-1.091946812,0.010639981,0.215545023,0.655569407,-1.063218746,0.013014705,buffering
ENC1,1,1,1,0,0,1,0,0,1,0,0,1,0,3'UTR,deletion/read-through,1,0,0,SRR6939935.arriba,tumor_exclusive,0.178880528,0.702830519,-0.048707541,0.900110072,0.21743168,0.574947473,-0.154304397,0.605724303,background
ENY2,1,1,1,0,0,1,0,0,1,0,0,1,0,3'UTR,deletion/read-through,0,0,3,SRR6939939.arriba,tumor_exclusive,0.524541034,0.14890887,0.845611506,0.013402006,-0.108163259,0.79269491,0.521771748,0.059431803,abundance
ERAP1,1,1,1,0,0,1,0,0,1,0,0,1,0,intron,deletion/read-through/5'-5',0,0,0,SRR6939935.arriba,tumor_exclusive,-0.300736174,0.501954344,0.193756072,0.64464123,-0.454007532,0.153777503,0.45587621,0.107947787,translation
ERLIN1,1,1,1,0,1,0,0,0,1,0,0,1,0,intron,deletion/read-through,0,0,1,SRR6939935.arriba,tumor_exclusive,-0.50382942,0.303040023,-0.217950017,0.567302101,-0.446299822,0.388322093,-0.132236408,0.747244119,background
ERLIN2,1,1,1,0,0,1,0,0,1,0,0,1,0,intron,deletion/read-through,1,0,0,SRR6939964.arriba,tumor_exclusive,-0.243667282,0.505438761,0.118804011,0.694113436,-0.362672502,0.186476313,0.287946595,0.199914533,background
EXOSC9,1,1,1,0,0,1,0,0,1,0,0,1,0,CDS,deletion/read-through,0,0,7,SRR6939960.arriba,tumor_exclusive,0.099733696,0.744809124,0.737151867,0.039572574,-0.070229092,0.841129338,0.657616862,0.052607742,background
FAAH2,1,1,1,0,0,1,0,0,1,0,0,1,0,intron,translocation,0,0,0,SRR6939956.arriba,tumor_exclusive,-1.850929579,0.008276627,-1.34427993,0.011702147,-0.702068037,0.228018967,-0.218407564,0.630335899,translation
FAM114A2,1,1,1,0,1,0,0,0,1,0,0,1,0,intron,deletion/read-through/3'-3',0,0,1,SRR6939960.arriba,tumor_exclusive,-0.079515832,0.861502036,0.786386289,0.032812867,-0.52226899,0.23219459,0.82566831,0.01954881,buffering
FAM83D,1,1,1,0,0,1,0,0,1,0,0,1,0,intron,deletion/read-through,0,0,1,SRR6939931.arriba,tumor_exclusive,2.069970843,0.016061833,1.385819064,0.008355227,0.919693057,0.330782154,0.733977139,0.154205377,abundance
FAM98A,1,1,1,0,0,1,0,0,1,0,0,1,0,intron,deletion/read-through/5'-5',0,0,0,SRR6939935.arriba,tumor_exclusive,0.231034091,0.637971143,0.478573514,0.070947469,-0.032833998,0.963788287,0.453712665,0.080689323,background
FAM98B,1,1,1,0,0,1,0,0,1,0,0,1,0,intron,deletion/read-through,1,0,1,SRR6939956.arriba,tumor_exclusive,0.346117753,0.26053327,0.558789603,0.070040489,0.257191545,0.448507233,0.476090233,0.120074303,background
FAM98C,1,1,1,0,0,1,0,0,1,0,0,1,0,exon,deletion/read-through,1,0,1,SRR6939956.arriba,tumor_exclusive,0.45397454,0.520256564,-0.940981477,0.068651351,0.067882118,0.945450096,-0.823265226,0.103623019,buffering
FBXO3,1,1,1,0,0,1,0,0,1,0,0,1,0,3'UTR,deletion/read-through,0,0,0,SRR6939935.arriba,tumor_exclusive,-0.752142746,0.087282311,-0.05693613,0.888271588,-0.703884812,0.04821147,0.522637997,0.087463827,translation
FLII,1,1,1,0,1,0,0,0,1,0,0,1,0,CDS/splice-site,deletion/read-through/5'-5',0,0,1,SRR6939927.arriba,tumor_exclusive,0.171594215,0.660298186,-0.002400776,0.995137983,0.173403054,0.517757405,-0.180041058,0.457190393,background
FLNC,1,1,1,0,1,0,0,0,1,0,0,1,0,CDS,deletion/read-through/5'-5',0,0,1,SRR6939939.arriba,tumor_exclusive,2.136508974,0.035353142,1.525866008,0.086258604,0.961333391,0.169386745,-0.208602026,0.752353729,translation
FOLR2,1,1,1,0,1,0,0,0,1,0,0,1,0,intron,deletion/read-through/5'-5',0,0,1,SRR6939931.arriba,tumor_exclusive,-1.228262311,0.003914696,-0.599264056,0.132786991,-0.868679515,0.014105037,0.92469013,0.016306574,translation
FPR3,1,1,1,0,0,1,0,0,1,0,0,1,0,intron,deletion/read-through,1,0,0,SRR6939964.arriba,tumor_exclusive,-0.424583877,0.312948818,0.213299441,0.633020751,-0.550064835,0.128181372,0.573081029,0.107215141,translation
FURIN,1,1,1,0,1,0,0,0,1,0,0,1,0,CDS,deletion/read-through,0,0,3,SRR6939956.arriba,tumor_exclusive,-0.909614251,0.110607748,-1.455489517,0.011251914,0.306477416,0.484930832,-0.694900055,0.052843721,abundance
G6PC3,1,1,1,0,0,1,0,0,1,0,0,1,0,3'UTR,deletion/read-through/3'-3',0,0,1,SRR6939935.arriba,tumor_exclusive,0.479064739,0.257204076,0.459221102,0.218737711,0.17352872,0.669759998,0.146814727,0.666336517,background
GCA,1,1,1,0,1,0,0,0,1,0,0,1,0,5'UTR,deletion/read-through/5'-5',1,0,0,SRR6939927.arriba,tumor_exclusive,-0.659030368,0.247368089,-0.34199833,0.367171126,-0.308862941,0.532374318,-0.025892228,0.946087767,background
GCHFR,1,1,1,0,0,1,0,0,1,0,0,1,0,intron,deletion/read-through,0,0,0,SRR6939935.arriba,tumor_exclusive,-0.948592862,0.03936175,-0.881692836,0.013823774,-0.181996845,0.686073859,-0.416551942,0.15609816,abundance
GFER,1,1,1,0,1,0,0,0,1,0,0,1,0,3'UTR,deletion/read-through,0,0,0,SRR6939943.arriba,tumor_exclusive,0.240688794,0.654912061,-0.120282004,0.720603432,0.340095192,0.497092111,-0.192055371,0.515793308,background
GHITM,1,1,1,0,0,1,0,0,1,0,0,1,0,exon,translocation/5'-5',0,0,0,SRR6939931.arriba,tumor_exclusive,-0.346829037,0.42752889,0.413034586,0.321699254,-0.691513053,0.02630245,0.776239632,0.008134029,translation
GLT8D1,1,1,1,0,1,0,0,0,1,0,0,1,0,CDS,deletion/read-through,1,0,2,SRR6939943.arriba,tumor_exclusive,-0.1402618,0.815598787,0.459696796,0.325544179,-0.589431048,0.063945438,0.584988118,0.030470706,background
GMPPB,1,1,1,0,1,0,0,0,1,0,0,1,1,intergenic,deletion/read-through,0,0,2,SRR6939935.arriba,tumor_exclusive,0.649122909,0.152671521,0.195521478,0.537190873,0.518219364,0.244600276,6.60538e-4,0.998267775,translation
